msg_id,text
twitter/1896987659555455320,For 250 years? WHAT ARE YOU TALKING ABOUT?!
twitter/1897339016187674625,@AnthonyG0528 That whole deal was an embarrassment to the United States then people are pathetic
twitter/1897693566379421783,@FlagBlack007 One of the greatest scenes EVER! Cinematic History!👏🏾👏🏾👏🏾👏🏾👍🏾
twitter/1899121491729650164,"Deel has grown from a cold start to over $800M of revenue in just five years.  But how exactly did they do it? While they may look like a typical Silicon Valley story the truth is that @Bouazizalex and @shuoshuooshuooo have defied many SV conventions in their approach including M&A, no 'wedge', and enormous investments in internal tooling/automations.  @justin_kahl and I spoke to leaders across @Deel's business to unpack the tactics and cultural tenets fueling the company, five powerful insights are covered below.  Five powerful principles that we cover in depth 👇 - Vertically integrated product stack - Infinite product wedges - Strategic M&A early, and as a core accelerator - Automations - 'Deel speed'"
twitter/1900710203445964885,@Kronykal Unironically do this with your takes sometimes lmao
twitter/1905646464212078707,"There are 7,000 of us in this group. No-One else can get in. Let's ALL follow each other &amp; SHARE THIS! QrypticKing will FB all of you! $URL[0]"
twitter/1905648935433355604,Paint it Black | Vietnam War Bombing [Real Footage] $URL[0] via @YouTube @GilbertWanda @dsware123 @X_Rpri @goldisez @AndraCastilho3 @WhalenMona @RedPilledNurse @BB_Scats @NancyMar2022 @rosejam181920 @Lady___Desire @Donald_Army @cecegkh @ToniLL22 @BikerBunnyD @Doot2471 @nena_bovb51 @LauraM24960 @monicampon @Kheyra12SV @florchicana @AliceFollowsB @101_georgina @nnunezortiz @V13lula @MoniT__ @MirnaVernal @CLARABENZA @RedAdhara @AniBaldovinos @MARTHA_CAN2 @MARTHAMUSSY @StellaArtoisGB @WildHeartoO @YolydeSandoval1
twitter/1905650899076223048,Red Friday @Eb67735B  @Wallpaper4eva  @tholson90  @45mx_7  @Atp1958Tony  @Bagel69er  @Tweeklives  @CasanovaX8X  @ricphy2  @CarlosOchoa_G  @bitemecommies  @TomaisMac  @ReaLtimes69  @McQuade1966  @StevenWate91203  @TripleMuttly  @CarlosSand3543  @Melo95792935  @fugustra1  @tnmuda   @ElephanteElmer  @th1_thr1  @St0nebarcs  @pachaca4  @ATyagi73  @WALLI27  @IndyMagz  @LaughTrackOne  @Eminenc73043880  @MAC_ARMY1
twitter/1920435203925029251,PATRIOTS ALL 24/7 @Bagel69er @GabiNga1  @bdonesem @kaay_lo  @j0ker937 @2_smow  @StevenWate91203  @TexasARCangel0  @BrianHPatriot76  @BarryOue21536  @mericanrefugee  @AndraCastilho3  @courage04ever  @_SmokeyGirl25  @PartsManDano  @AshleyMcdonn  @IndianDakotaX  @TrumpGirlLove  @Hawkesbay69  @Donald_Army  @JefeoftheHill  @gaye_gallops  @LadyK_Maga  @gracieback2  @1109Patricia  @emma6USA  @GnosisWolf  @resolutevet  @Langer424  @arva61138  @dalytweet   @TALKGlRL  @its_The_Dr  @Sadie_NC   @B7frankH  @RickD_GK  @ToniLL22  @StarxFire  @katee_K1  @cecegkh  @brindleh  @th1_thr1  @ricphy2  @vegaskate50001  @InjunJoe2726  👇🏾👇🏾
twitter/1946764316252008629,"@BeijingDai I don't think that engineers from the eastern regions would settle in Tibet. Tibet's geo environment is too unique, every year mainland aid workers die in Tibet due to high altitude cerebral edema."
twitter/1946991496823275642,@zhao_dashuai The Mahabharata is recognized as the oldest sacred text on the planet. What are you talking about?
