msg_id,text
twitter/1852794961781285247,"“荣誉不属于那些批评家：那些指出强者如何跌倒或者实干家哪里可以做得更好的人。荣誉属于真正在竞技场上拼搏的人，属于脸庞沾满灰尘、汗水和鲜血的人，属于顽强奋斗的人，属于屡败屡战但还拥有巨大热情和奉献精神的人，因为没有努力是没有错误或缺点的；荣誉属于投身于有价值的事业的人，属于敢于追求伟大梦想，最终取得伟大成就或者虽败犹荣的人。这样，他的位置，将永远不会和那些灵魂冷漠胆小而不知胜败的人在一起。”   美国第二十六任总统西奥多·罗斯福　（R）Theodore Roosevelt （1858-1919）  'It is not the critic who counts: not the man who points out how the strong man stumbles or where the doer of deeds could have done better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood, who strives valiantly, who errs and comes up short again and again, because there is no effort without error or shortcoming, but who knows the great enthusiasms, the great devotions, who spends himself for a worthy cause; who, at the best, knows, in the end, the triumph of high achievement, and who, at the worst, if he fails, at least he fails while daring greatly, so that his place shall never be with those cold and timid souls who knew neither victory nor defeat.'"
twitter/1859461389653508375,"“Other bribes totaling ₹279 crores were distributed to officials in states like:  Tamil Nadu (DMK), Odisha (BJD), Chhattisgarh (Congress), Jammu and Kashmir (under central rule).”"
twitter/1861227560795009246,我们的人生是上上签😊😊 $URL[0]
twitter/1861492922388185271,@woyongdehuawei 国内找不着老婆，去越南买老婆还被人家瞧不起，Loser
twitter/1863533956567855215,@whyyoutouzhele 拜登对川普说：没人可以凌驾于法律之上，只有我儿子可以！
twitter/1871621308712157471,"Now that Donald Trump has opened Pandora’s Box, we Dutch can rightfully demand the return to us of New Amsterdam, a.k.a. 'New York'. Trump Tower would make a very nice ‘stadhuis’ (City Hall). New Amsterdam covers the southern part of Manhattan. In addition we demand the return of the Dutch exclaves of Haarlem (Harlem), Breukelen (Brooklyn) and Vlissingen (Flushing)."
twitter/1872059634489704794,@Konekoutena @whyyoutouzhele 哎呀骇死我了
twitter/1888082267110613077,@etoileluna77 @60Minutes Real journalists do not misrepresent.
twitter/1888942482941170078,"Well if I wanted to make a moral argument to placate the seething liberal furry child lover , I’d say that advocacy of suicide and murder is wrong"
twitter/1890729427321212951,"Now, Trump is back and Poland is trying again. Hegseth’s visit hinted at it and Duda wants to revive the Fort Trump idea. But Washington has even less interest in long-term commitments now. The US is focused on China, not Poland. 8/"
twitter/1893669581224288601,@harryjsisson Did you ever wonder where all the money is going and why they are draining our government of our taxpayers money? Don’t you care that people are being paid from the government but working another job? Do you care that people are being paid but not doing anything?
twitter/1896703623863914789,@Mr_Anderson_Esq @alexharmstrong my next door neighbor where I grew up survived Hiroshima. She was a young teenager. None of the rest of her family survived. She was the sweetest person and her stories will forever haunt me. I don't think most people comprehend how the targets become part of the bomb.
twitter/1897359364782219710,@AnthonyG0528 @AprilSpark1890 THEY'RE ALL TRAITORS + CORRUPT + COMMIES 💯
twitter/1897411941917974734,"CBO says Congress can’t cut the $880 billion the House budget calls for without taking hundreds of billions from Medicaid.   But in CBO fashion, it is stated more diplomatically.   But the numbers don’t lie."
twitter/1897422953588896147,@MarkPocan @BernieSanders Thank you.
twitter/1897763053942505526,@LynneBP_294 What's the overall vibe from citizens? I'm sure you have libs throwing a fit. Perhaps tuck them away in your least favorite Provence.
twitter/1899412172087980495,@MasakTV $URL[0]
twitter/1904626049100415398,I vibecoded a climate simulator and it turned the planet into rum $URL[0]
twitter/1908687806614167676,"Thank everyone for the follow, that was not my original intention…I just feel lost right now.  I promise to get each of you beloved folks back as soon as possible!"
twitter/1909950846449959108,@music3club 张总 V5😂
twitter/1928364254291182012,RT @yunfei200001: 我想我是猫，喵喵的花猫，喵喵~ $URL[0]
twitter/1929202324066476062,"@joe172726 @Bagel69er @GabiNga1 @bdonesem @j0ker937 @EdColon14 @ricphy2 @45mx_7 @RickD_GK @StevenWate91203 @TexasARCangel0 @BrianHPatriot76 @cali_beachangel @BarryOue21536 @AndraCastilho3 @NancyMar2022 @IndianDakotaX @AshleyMcdonn @_SmokeyGirl25 @AnonAgain987 President Trump was elected President in 2024 and it wasn't the Democrat Party that did that. No need for the Party. You're kidding, right?"
twitter/1929335244965953933,"@srasberry1 @Bagel69er @GabiNga1 @bdonesem @j0ker937 @EdColon14 @ricphy2 @45mx_7 @RickD_GK @StevenWate91203 @TexasARCangel0 @BrianHPatriot76 @cali_beachangel @BarryOue21536 @AndraCastilho3 @NancyMar2022 @IndianDakotaX @AshleyMcdonn @_SmokeyGirl25 @AnonAgain987 If they aren't fully supportive OUR agenda,  exactly like Ryan and the so-called GOP? F**k NO. They only have any votes at all, because of TRUMP ‼️ They haven't done sh*t so far."
twitter/910541716230246400,转：海参崴，自古以来就是中国领土。1860年被无能的清政府租借给俄罗斯。1945年《中苏加盟条约》约定1996年归还海参崴。2001年，被正式签署割让。海参崴，150多万平方公里，是140个钓鱼岛的面积。为嘛你们只爱钓鱼岛，不爱海参崴？ $URL[0]
twitter/962196352057860096,@William13784360 彰显你正缺钱需路德在自由中国借推特和来电支持帮你继续假装正义呼吁募捐坑骗更多善款吗？路德多次故意跳开对盲流质疑他因私贪捐款且借机编谎造谣，威胁恐吓3难友及试图多次诡辩耍赖敲诈老袁陈军，直到发文贵推私信来欺骗误导造谣污蔑袁陈是特务而使文贵上当受骗才说错话引发郭袁陈大战的险恶真相提问 $URL[0]
