msg_id,text
twitter/1692927705514172654,@whyyoutouzhele 为什么中国人在俄乌战争上产生了巨大的分歧？ 这个问题提得非常好，除了大家说的是非不分以外还有一原因：中国人对权力的献媚讨好。这种人在中国占极大多数份额。他们喜欢猜度统治者的心意，随时准备讨好逢迎而谋取一星半点好处，完全不管是非正邪。上之所好，下必盛焉。习近平主导了全国的媚俄倾向。
twitter/1697632939373371900,macOS 14.0 (23A5337a) Sonoma beta 7 这是把网络改坏了么？Chrome 何 edge 一天到晚 'A network change was detected.' 'ERR_NETWORK_CHANGED'
twitter/1707943788881305667,@djchriscanelo And honor of them apprehending the murderer of our beloved #Tupac  .@georgelopez  .@officialDannyT  .@sherylunderwood  .@djkingassassin  .@garybryanshow $URL[0]
twitter/1716258203464593553,@woyongdehuawei 就发一张空白表？
twitter/1718083679098896807,👍🏻
twitter/1721713383781564561,"@Photo_SteveF @SchulmanShari I disagree in my humble opinion, but that’s fine. If you want King or a fascist dictator, that’s your business. That’s not the way I see America."
twitter/1723616926583185703,"$URL[0] Yazidi survivor of genocide Nadia Murad testifies: ״He asked me to take my clothes off. He put me in a room with the guards, then they proceeded to commit their crime until I fainted.״  Just like Hamas, the terrorist organization of the Islamic State in Iraq and Syria has used the religion of Islam to justify war crimes and crimes against humanity. The Yazidi minority went through genocide, while the world watched and remained silent. Tens of thousands of Yazidis were slaughtered by ISIS, the women were taken hostage and raped as sex slaves. Their children were also raped, many did not survive. The world has remained silent and still does not recognize the Yazidi genocide.   Where were the hundred thousand protesters in London when nearly ten thousand Yazidi women were enslaved by ISIS Islamist terrorists. Thousands of women and girls as young as 9 were tortured and raped by Islamist terrorists in Iraq and Syria for too many years. Did 300,000 people take to the streets of London to protest?   Do they really care about human rights or do they just enjoy celebrating the hate-filled 'anti-Zionist' trend among Labor Party members?"
twitter/1723621901073793509,"More testimonies of the Yazidi genocide, Source: $URL[0]   '41 women who have killed themselves while being held.'    'girls over 12 years old are sold off for marriages, sometimes to multiple men — in reality, sold for rape.'    'Every day, ISIS fighters would come, she says, choose a woman and take her to a room in the hall where they would rape her. Ali was chosen multiple times, but she says she fought the men off and took the beatings as her punishment.'  #HamasisISIS #Hamas_is_ISIS #Hamas #ISIS"
twitter/1734194361724801030,Wonder why the only Muslims these racist white supremacy  accounts ‘support’ are Uyghurs?  🤔
twitter/1775560830387699896,@goetunion 对的，在文中只是一种对不同源流的指代，而非分析头巾的影响。戴头巾在汉族妇女中非常普遍，应该和色目人没什么关系，我小时候就很喜欢观察从苏南到皖南乡下不同的头巾。
twitter/1775824128450195850,"Spend 30 mins chiseling it off the floor, was the step I missed. But still. I enjoyed it."
twitter/1781480676295913896,@CFOthegrog Absolutely ADORABLE!!!  Thanx so much!!
twitter/1784596864861606270,原来这就是无骨凤爪的去骨方法👍 $URL[0]
twitter/1785949440471339483,发现一个超难对的对联， 有才华横溢的😲博友出个下联吗？ $URL[0]
twitter/1786333654429409521,@sunfeng_China 来上海海上独行
twitter/1790373348398272520,#Thailand: Deeply disturbed by death of Netiporn ‘Bung’ Sanesangkhom who was on hunger strike to demand judicial reform &amp; release of prisoners. We call for transparent &amp; impartial investigation into her death &amp; care. Freedom of expression&amp;peaceful assembly are fundamental rights.
twitter/1797276533867856100,"📢 The SCAM of 'Palestinian ethnicity'!!! 👇  Since mankind exists there was NEVER a 'Palestinian' empire, kingdom, nation or People!!!  Not a single pilgrim has ever met a 'Palestinian' - There are no 'palestinian' artefacts, documents, coins or other findings!!!  Palestine is NOT MENTIONED a single time in the Bible or Koran!!!  If you don't believe these compelling historical facts, then READ following  STATEMENTS of Arab leaders!!! 👇  'There is NO COUNTRY as Palestine - It's an invention of Jews. This term is alien to us - It is common sense, that this TERRITORY is part of Syria, called South Syria', quoted by Awni Abdul-Hadi, a leading Arab representative, during a meeting of the Peel Commission in 1937!!!  'There is NO SUCH THING  as a Palestinian people or a Palestinian entity', quoted by Hafiz al-Assad to Yasser Arafat!!!  'Palestinian People does NOT EXIST - We only use this term for political and tactical reasons for our struggle against Israel', quoted by Zuheir Mohsen, a leading member of the PLO, in 1977!!!  'Jordan is Palestine and Palestine is Jordan', quoted by King Hussein in 1981!!! 👇  $URL[0]"
twitter/1818678102425260341,@donie Congratulations! 🥂
twitter/1820677820613333009,🧵 Bangladesh’s Prothom Alo newspaper has a front-page story on the final moments of Hasina’s tenure. She insisted on using brute force until only 45 minutes before her departure; no amount of pleading from her aides and officials could persuade her to relent. 1/n
twitter/1824649076132229269,"@CynicalPublius Merchan sentences Trump to prison and they don’t need to do anything. That outcome is already known by the people who need to, hence the focus on Vance."
twitter/1824834426536395155,RT @NFSC_Quantum: 刚刚，世界卫生组织宣布全球【猴痘】进入紧急状态，新一轮全球封控即将开始？  郭文贵先生2022年6月10日爆料：  痘就是疫苗并发症！  病毒、疫苗是病灶里面都有艾滋病基因片段！彻底把疫苗接种者的免疫力破坏！就是今天的猴痘的结果！ #疫苗灾难 #疫苗真相 #疫苗解药 #青蒿素  #爆料革命 #新中国联邦 $URL[0]
twitter/1827689874369188022,@bikhim @NikkiHaley 你这个美国间谍肯定会被枪毙
twitter/1836387401322688951,"RT @afshinrattansi: Under the rules-based order, you can:  -Infiltrate supply chains and turn thousands of communications devices into weapons  -Detonate them all across a sovereign country, indiscriminately causing mass civilian casualties   -Remain silent and have the supposed enforcers of the ‘rules-based order’ not condemn, let alone act against a blatant act of state terrorism   Israel’s actions in Lebanon once again exposed the rules-based order as simply ‘rules for thee, but not for me’   $URL[0]"
twitter/1846452773963104369,"@peachiikim She sure knows how to pick 'em, sweetie🤣😂🤣"
twitter/1846762902172111104,@peachiikim @TonyHQ1985 Practically and Morally just ask Moscow Mitch
twitter/1848044605876605334,China is merely returning to where it was before all the  interruptions dealt by the West in the 300 years before 1949. The West doesn't have to like this. It just has to know it. This  is where the West' presumptuousness comes in and becomes the West' own worst  enemy. It makes a fuss and acts as if China needed  its approval. China doesn't give a hoot.
twitter/1849797322663768175,@Mary1Kathy @MargieDemocracy @DonnaMa45283306 @DittiePE @KatarinaKriz @PHINARESISTS @OligarchAverse @bruce_steiner @markdinero1 @JTraversDevine @DocMurphydog @77SunnyAndClear @TabyTails72 @BudGothmog44 Thank you Mary Kat - appreciate the mention with such great folks!  Have a great weekend everyone!! $URL[0]
twitter/1850903863345197565,@Lostlanding 最开始他们喊的就是汉地十八省复国，西藏完全就不再他们掌控内，所以就允许了，颇有石敬瑭遗风
twitter/1856575076768067718,@Rodrigo28948659 @hsu_steve 素质真差。怪不得心态崩了。
twitter/1857887179680195064,"Hello is anybody out there? I feel like I’m yelling into the abyss.  Good Lord, I’m severely shadow band or throttled or something!!  It’s very depressing when you spend hours on this app voicing your opinion and maybe 10 people see it   Yes I’m bitching I don’t care I feel like that’s the only way I ever get seen 🥹"
twitter/1859460752102523004,Points 78 to 87 in Adani indictment filed by the US attorney in NYC: An alleged $200 million bribe for Andhra Pradesh govt. officials to win power supply contracts. $URL[0]
twitter/1859728656312283529,非常棒
twitter/1860328608901828626,"@VivekGRamaswamy @SenJoniErnst Let’s start by firing the 87,000 new, armed IRS employees that Biden hired  And then let’s move Tax Day from April 15th to the week before Election Day every year  Politicians who believe they will be held accountable for overspending will save the most money for taxpayers"
twitter/1861110868039119312,Florida’s new laws are having significant consequences for farm owners. FL needs more workers now and is grappling with the consequences of cracking down on the undocumented.    MAGA thought prices were high before! It’s FAFO time.   #DemsUnited #DemCastFL 🎩 @CBSSunday $URL[0]
twitter/1861175006190772492,@tizzywoman @kinley_brenda @CBSSunday The GQP are singlehandedly going to ruin America.
twitter/1861419622622470408,阿勒泰之秋，美得难以名状… #大美中国 $URL[0]
twitter/1861423220454531543,互关互赞
twitter/1861494118108545085,RT @JimPidd: Jack Smith officially files motion to dismiss in Trump January 6th case. $URL[0]
twitter/1863562268580991324,"This echoes almost exactly my letter of resignation from the party more than two years ago. There is barely a cigarette paper between the party position on Russia’s SMO and that of the imperialists with the denunciations of Putin and the call for the withdrawal of Russian troops. On Iran the party is unfortunately influenced by one individual whose grasp on the region is stuck in the 1980s but launched a smear campaign against me, lying about political positions I held along with communist parties in the region I worked closely with. I was continuously blocked from the CC slate and ignored while I was jailed on my way to Nicaragua in case it boosted my profile during Congress.   The party’s support for a two state solution in Palestine sees it line up behind the Zionists and its slavish backing of Labour is in effect support for a government that is complicit in a genocide in Gaza and the massacre of many Lebanese. Leaving was the best thing I ever did and I’ve never looked back so I congratulate you on your principled resignation. I joined the @CPGBML soon after and remain a proud member of an anti-revisionist communist party that stands on the side of the resistance everywhere and hold true to Marxism-Leninism."
twitter/1869135011817168951,"For those who live by the politics of misinformation and hate, realize you are busted.  10. Less than ten trans athletes out of 510,000, according to the NCAA. And your rhetoric continues to poison for sport. Shame on you."
twitter/1869775388760752589,台灣‘’共匪頭‘’跟黃帝一樣🫵 $URL[0]
twitter/1873752608177053915,"@dandinohill Lying legacy media. Most people don't have time to dig deep for the truth, out of habit, they trust the news they see on TV. I do think, people waking up, but it's going to take work to get out the bad apples. I believe the, 'Scott Presler', affect is one of the solutions."
twitter/1877474222831792395,واقعا این آقا عضو تشخيص مصلحت نظامه؟؟؟؟؟؟🤯 حرفاش رو شنیدین؟ $URL[0]
twitter/1878513181087396185,@ChristoMaoist @DaleGReports Sure bud
twitter/1879037666454573114,@AutismCapital They hate that we can fact check lies in almost real time. It hinders the political establishment $URL[0]
twitter/1889472182796923037,"@LauraRiggaro The judge can unfreeze it, but his order is not going to be processed. The judge doesn’t have any say over the executive Branch of the presidency."
twitter/1889887338630885539,@Mikeggibbs This is @AnaPoilievre father   Now ask yourself why Pierre poutine doesn't apply for his enhanced security clearance?  Also why did PP and Ana elope? To avoid public scrutiny   $URL[0]
twitter/1890307571736543246,能说这样的话，要么这人是瞎子，要么就是聋子，抑或此人就是智障——大年除夕夜，中国人的确不太用米饭来充饥了——满桌的美食，随便转一圈就美美哒！ $URL[0]
twitter/1891199971439116740,$URL[0]
twitter/1895095705284309369,@RepSwalwell You have alot more to worry about than egg prices pal! Saw u on TikTok ranting &amp; raving &amp; making absolutely no sense...have  u hired a lawyer yet? U should focus on that.
twitter/1896976728758870029,@MAGA__Patriot Every once in a while a little truth slips out!! 😂🤣😂🤣😂🤣😂#zelena #shailenzo #tommavi #helevier #sstvidf $URL[0]
twitter/1897353433314918909,"Home Thursday night (WI’s 2nd Cong. Dist.).  Friday, going to Kenosha (WI’s 1st Cong. Dist.) w/ @BernieSanders to rally on the Republican Rip-Off for a tax break for Musk &amp; Trump.  Saturday, Town Hall in Belmont, 10 min from WI’s 3rd Cong. Dist.   Taking the fight to the streets!"
twitter/1899262915334570473,每一天都是新的#心态很重要 $URL[0]
twitter/1899588164920238550,@cowboys20041 @BGatesIsaPyscho You must be very well up in age. Time to go finish out your days in fantasy land. Next insult you send my way will get you blocked.
twitter/1899660534309609554,@MilaLovesJoe Looks like we're getting Burke and Ireland gets Rosie O'Donnell.  We win!!!
twitter/1899676076067967304,"@LauraLoomer Dear Laura, I understand you are also Jewish, as I am. Why would you mention that this judge is Jewish? This is great work, exposing this Marxist judge. A genuine Jewish man would not be involved in this corruption. If he is ethnically Jewish, I believe that is irrelevant."
twitter/1900139091079090543,@DonutsQueen2 @DefiantLs Yeah I place myself around a 7 myself.  Some of that looks like it still 'Moos'. 🐄
twitter/1901785717657018615,@FJB311 @nightster2024 Pretty sad.
twitter/1902015358695035350,Prime Minister Carney arrives in Nunavut. $URL[0]
twitter/1905647619931554142,"@QrypticKing Mornin, Brother!🌞🤠"
twitter/1908859231526146150,"Find it hard to understand people who make non-money-maximizing life choices, then complain about not having enough $$.   In an alternate reality, am teaching history to a bunch of smart highschool kids.    In this one, decided to devote my one life to taking care of my family."
twitter/1908885996025819140,"In re-reading this, it sounds overly harsh.  I want to be clear that I have boundless respect for people who choose pro-social, non-$$-maximizing paths.  This guy, for example, changed my life:  $URL[0]"
twitter/1920123733185818916,"Visual Basic (circa 1991) offers clues as to the future state of the text to app space - you can imagine a modern version of this mixed mode Visual IDE in Replit/Lovable/Bolt, where you can prompt to generate or refine any component or visually manipulate. $URL[0]"
twitter/1929925828873208285,Let's Goooo @grindelKadse   @SibleyBoss @snoopsmom123 @SumatraSue @ThoresonLaurie @Freedom2Fart @AllisterHender2 @Strawberrysumr @Heath747flygirl @SusheelJuneja @RondaR3023 @Karrasamelia5 @ScottPacker49 @PhilipDilley @Domeafavorit @ricphy2 @Gentleman2741 @N0m4dic_b34r @LassieComeHere @RedPilledNurse @DRServices255 @rrrrrrrickrock @Me1aniaP @MidwestLady88 @ZxCjs10 @WiggleyWalrus @lyna051284 @IndianDakotaX @dreams_Bcn @Marilyn_Moanroe @rosejam181920 @Frikazoid1269 @ReallyCams @Para_Bellum666 @JamesMi02334886 @AMMOCOLLECTOR3 @KarenPeters4019 @Baldo04555156 @SunilY93656 @827js @JanetWestern @ReginaFaub1701
twitter/1932086833808060806,"@58bugeye They recently had a child, too. And not a billionaire child,either."
twitter/1933930613838368988,"At Aspen Ideas Festival 2025, an extraordinary lineup of moderators will take the stage to steer thought-provoking conversations, challenge perspectives, and bring out the best in every speaker. With their sharp insights and masterful storytelling, these seasoned journalists, authors, and thought leaders will elevate every discussion."
