msg_id,text
twitter/1795835166515921142,"Kathryn Coduto is an assistant professor of media science at Boston University. She studies online dating, and she describes some of the advantages and disadvantages of using AI in dating. “Talking exclusively to an AI version of someone is going to feel like it really is a form of deception.”"
twitter/1805387974479429790,"Happy to share more details before conclusions are drawn: - VPD role is to support Parks  - All Parks/Beaches close at 10 pm, been like this for yrs - Have been assisting Park Rangers in closing English Bay beach for yrs - B/C lots of complaints on noise, drunks, fights, etc. 👉"
twitter/1819368546247582038,@zhubuchen01 互关
twitter/1820875310562169200,@the_nazmul 100%. Was just discussing this with someone!
twitter/1823424612589281395,"@MrsFrizzled @Chiangel1984 @leblancweb France, who are fundamental Catholics since it was a religion, and still maintain cathedrals don’t understand Christianity? Give your head a shake. Clearly proving the original poster’s entire point. You literally don’t even know who you’re criticizing."
twitter/1824140978380308540,"I entered the UK with no school certificate but an immigration stamp...  More than 20 years ago, I arrived in the UK as a teenager with no family support, not much formal education, and only $100.   I started studying English and then A-levels at Colleges. When I asked a tutor to help me with Cambridge University interview, he said:  'You are an Afghan refugee, not white, and not privately educated to go to Cambridge.'  A few years later...  Studying at Cambridge and Harvard, I achieved my dream of becoming an NHS doctor and founder of a global humanitarian non-profit Teleheal, and also an innovative mental health service Arian Wellbeing to help everyone in need including hard to reach populations.   It's a lifetime of hardships and rejections that have taught me most in life.   Many young people's dreams have been ended by their school grades today.   My message to them or anyone else is - don't let grades or other people's opinions define who you are. Always believe in yourself and your dreams.  Please consider sharing this message with anyone who might need to hear this today."
twitter/1824740538203177240,@S1lzF6u0WSo0BzD 泰山先生：Hpay线下活动厉害，战友们相互聚在一起，没有一言堂，给假战友没有空子钻，战友们线下相互交流更加真实了解对方，真正做到资源共享👍👍👍
twitter/1825197571121582515,RT @S1lzF6u0WSo0BzD: Hpay生活圈的“七聚”将爆发出惊人的威力🔥🔥🔥 $URL[0]
twitter/1827280418850148377,@AnxiousLionO Transformers can go
twitter/1838754985708019762,个人口味不同，自我感觉郭家桥这家最好吃😀
twitter/1840433625705201868,"Grew up in suburb of #Philly (6th largest city in US).  Now live in suburb of #NYC (largest city in US).  @FOXSports ads all weekend about @Eagles as one of their national games.  Yet, at 1PM @fox5ny will be airing infomercials instead of #football. 🤔  #Eagles #FlyEaglesFly"
twitter/1840881052140577088,"We are dying now, world.😭💔 We are dying now, world.😭💔 We are dying now, world.😭💔 We are dying now, world.😭💔  We are dying now, world.😭💔 We are dying now, world.😭💔 We are dying now, world.😭💔 We are dying now, world.😭💔  We are dying now, world.😭💔 We are dying now, world.😭💔 We are dying now, world.😭💔 We are dying now, world.😭💔"
twitter/1841412664343548317,"嗱 俾啲堅野大家參考下 堅係屌女, 堅係真波  唔好再睇啲假Account, 唔好再睇啲假波  講大家聽: Video睇嗰對搖搖波, 仲震撼呀  200Retweet嘅話 我就犧牲少少屌女時間, 整個Video啦 $URL[0]"
twitter/1846763700503683475,@KatarinaKriz @peachiikim Cordell? Where are you? $URL[0]
twitter/1852165960326906211,@tankman2002 作为二爷铁粉的我，和我的家人们，对你最近的态度有点诧异。首先我绝对不是什么川粉，但我认为现在的美国的确需要一个强人领袖，就像当年里根总统一样，需要压倒性优势。
twitter/1852795679707443672,"很明显，这次选举谁是那个“真正在竞技场上拼搏的人”，那个“脸庞沾满灰尘、汗水和鲜血的人” - the man who is actually in the arena, whose face is marred by dust and sweat and blood” 荣誉和胜利属于这个人！"
twitter/1853623896412422506,"Looks like as of today, the #SARNetwork organization in Northern California is changing its name, presumably to get away from recent bad publicity.   Our latest report from @hkdc_us exposed the HKANC (now HKBANC) as an astroturf group supported by the Hong Kong government. $URL[0]"
twitter/1861421801823519155,墙角数枝梅凌寒独自开。 $URL[0]
twitter/1861663384489414951,@ying18474850 拉黑不让评论的就截图骂他
twitter/1862488040595497021,原住民立委不能替原住民守護， 被硬拖下來😵‍💫  一個幫中共做事🤷而不是為台灣百姓做事的政黨😵‍💫極其危險而不該存在。 我換句話說，一個跟共產黨價值相近的國民黨，會為台灣帶來災難😵‍💫產生誤判‼️ $URL[0]
twitter/1867367783576567840,@dashengmedia 16-25 Railcard有三折优惠，该女子已经超龄5个月不该享受优惠，除非是情侣卡。超过25岁还用青年卡第一次被查到一般不会有处罚，但是当场要补票。该中国人没有道歉解释没带够钱，而是态度强硬表示不补票还升级冲突，还说出“如果是白人是绝对不可能让他补票”的种族主义谬论，这是被批判的原因
twitter/1870006760918155609,@Allen_lien_ 傅崐萁已经把共匪那套学得有模有样💩💩💩
twitter/1871134346410860568,@xiaotangtang 刚刚知道的openrouter，各家的模型都可以用，能不能充值还没试，反正账号不会被B
twitter/1884969365638160428,@GW49221300 @whyyoutouzhele 深层政府白左本身就希望极权主义勾结中共奴役整个地球
twitter/1888727091744829813,RT @CarlZha: Chinese cities are what happens when you continue to invest in your people and build up productive forces in your society.  US could easily do this but the US elite just choose not to because they prefer  to impoverish everyone else to enrich themselves $URL[0]
twitter/1890729439002333235,Hegseth made it clear that US priorities are shifting. Europe must spend more on defence. NATO should prepare for a future where US support is conditional. 9/
twitter/1891212114569593157,"@RosieBarton Um. That's what you took from it?  I'm serious, Rosie, have you had covid brain injury? I don't understand how you've lost your way and integrity."
twitter/1897446748164927765,@jmontforttx 🙏🙏🙏🙏🙏🙏🙏
twitter/1898152939182501906,"Jolani’s soldiers grin ear-to-ear as they film themselves executing a random civilian at point blank range.  Thanks to USA, France, Britain, Israel, and Turkey for putting them in charge.  $URL[0]"
twitter/1898588592340885561,"Imagine this, two British politicians, always preaching about human rights and western values, happily traveled to Syria to pay their respects to its new president, a former Al-Qaeda terrorist.... $URL[0]"
twitter/1899662006812385673,@RDog861 @MilaLovesJoe Ok maybe not of the century! But definite massive upgrade!! #zelena #shailenzo #tommavi #helevier #sstvidf $URL[0]
twitter/1901782388612759563,I pray for her.🙏👀
twitter/1901783801480523809,@jennylynne911 She has had major issues for a while...I feel sorry for her
twitter/1909877571229220934,@miren_41319 懂王应该去当演员
twitter/1926835604244885786,@DestroyerCCG @SD73660 + GOOD QUALITY 👍
twitter/1927035215068741787,🔻لعنت خدا و رسول بر هاشمی ، خاتمی و روحانی  🔻ام الفاسدین و ام الخائنین... $URL[0]
twitter/1927611486752448902,مناظره اقای جبرائیلی با باهنر عضو مجمع تشخیص مصلحت رو یادتونه ؟؟  یادتون سواد عضو مجمع در مورد FATF چقده بود؟!  همینا قراره CFT رو هم تصویب کنند. $URL[0]
twitter/1927788728912597296,@MaryamSarabii 🪶 گفتگو کامل: $URL[0] $URL[1]
twitter/1929643441988005918,☠️♻️Dead End Express ♻️ ☠️ $URL[0] ☠️♻️R/Ps Grow Together♻️☠️ @bjam69  @drinkonsaturday @satan__thedevil @AdrianD_96 @Pswal807 @katee_K1 @jesswelsh1974 @_smokeygirl25 @WandaGilb2022 @MrWhiteMAGA @_amaraL577 @nobodymrRobert @Rachel4Trump_45 @watchmanHQ @MichelleMareshB @jake22_h  @3000Deg @TonyLaneNV  @WiggleyWalrus  @janiekimery @end3of6days6 @marinamillern @jezzebelle2024 @glenton123  @SawyersGhost @waconservative6 @bobfighter_45 @RickD_GK @TheGrayRider @BoomerBaby_Gus @TAG2335 @1109Patricia @Deja_Vu_4Me @Hikergirl84 @LisaReneeM  @reneebush96829 @nix1189268 @DocReQIsBack  @ken_kmak8542  @BespokeRight @BringerOfDumah  @Submarineering @DapperPenguin01 @YoAdrian1968 @EzekielJohn9797 @PAYthe_piper @JoeJohnRomero @AdrianD_96 @ttaccai1 @dsware123  Support our friends! Check my Pinned for another Ticket.  Lets grow together! Share your art or friends as well! Join the community in my profile #TDE #deadend
twitter/1933930899411698116,"At Aspen Ideas Festival 2025, an extraordinary lineup of moderators will take the stage to steer thought-provoking conversations, challenge perspectives, and bring out the best in every speaker. With their sharp insights and masterful storytelling, these seasoned journalists, authors, and thought leaders will elevate every discussion."
