msg_id,text
twitter/1853456625115509059,晚安 愿冬日也温暖 $URL[0]
twitter/1855732268175638958,"I’m surprised no Canadian Jewish community leaders, politicians, or journalists have come out to condemn the demonization of Sikhs by this journalist.  Sikhs have been doing marital arts during parades for 100+ in Canada. There have been no complaints."
twitter/1862055700970819712,非物质文化遗产--爷爷的萨玛瓦尔 #非遗 #互关互赞 $URL[0]
twitter/1867368980736094496,@dashengmedia 您没弄明白该女子是否享受了不应得的优惠，其次也没弄明白谁是犯错还理直气壮的一方。
twitter/1873809169469628854,@dandinohill Here is when the future and freedom of America was stolen 1913. Here are where all the SCAMS originate from. $URL[0]
twitter/1873933067158753464,"@jeetsidhu_ Here’s an idea, all these companies should just move to India. Then they can have a labor pool with an average IQ of 77 and an education system that ranks lower than Afghanistan. They should go. They should all leave and we will have other tech companies by Americans."
twitter/1874527335216787839,"@SuburbanPolly Especially since it's only Sask and AB where he's positive. Thankfully, he's tanking everywhere else. No surprise in AB, where the bots and trolls swarm, every single time."
twitter/1881989270652715474,@SaraVic333 Just do what we did in America we voted trump and got all of the above..do u have a Australian trump
twitter/1883972763788235053,@narindertweets Columbia sent their own flights to pick up the shackled criminals.   We are talking about Interpol Red Note fugitives and drug criminals.  Community note posted.  #Deportation
twitter/1897336418424455220,Do you have any respect for these people? $URL[0]
twitter/1897468986583080964,"@jonallendc Or maybe, just spit balling here, DOGE could cut all the waste associated with the program. Things like Medicaid for illegals in sanctuary cities. Creating effeciencies so FTEs can be cut and regulations stop increasing the cost of care."
twitter/1897651278877966462,@CRRJA5 @MAGAVoice @GuntherEagleman @DefiyantlyFree @TaraBull808 @RickyDoggin @NahBabyNah @SaltyGoat17 @atensnut @jjauthor @gaye_gallops $$$$$$
twitter/1897712978134548892,@ggreenwald @SlangeVarDave @IanCarrollShow You are a hateful bigot who would cry like the bitch boy that you are if gay's were attacked like jews.
twitter/1898170082146111834,"@wyattreed13 'Ya Ali' what that man just said is a battle cry. Plus, why does this house have a guard post if he is a 'civilian'?"
twitter/1899313302725120456,@shnshn525188 来点赞啦
twitter/1899804432646213710,@RDog861 @MilaLovesJoe Huge win for sure
twitter/1900165290966532312,@KristaMuenzer @DefiantLs For real. The first two looked raw.
twitter/1901734343778660611,Floridians .... Please pay attention!  NO to #BLMByron $URL[0]
twitter/1908651203346547099,@amandacarpenter Considering the Tea Party wasn't paid and these people are....
twitter/1920134802306387988,"@illscience for my first internship I was a Borland Delphi programmer!  but yes, this forms + coding based worldview has been so successful/popular over the years. GUI + CRUD. Ruby on Rails too, in a way, with easy form code gen via all their templating."
twitter/1924641763417084065,为你形影不离，大声说爱的就是你…… $URL[0]
twitter/1927667253245350231,🔻بازرسان آمریکایی که هیچ ، اینها حتی حاضرند ناموس ایرانی رو بدن بره تا رضایت اربابشون آمریکا رو جلب کنند دلیل «تجربه» 🔻خاک مگر ناموس ایرانی نیست؟! به خاک ایران تجاوز کردند و۵ شهید گرفتند اما این مسئولین بی‌غیرت دارن پای آمریکا رو به ایران باز میکنن... $URL[0]
twitter/1929539679981867210,@SmallGov4All @StephenM How about we reduce each department's budget by the amount they can't account for in an audit? $URL[0] $URL[1]
twitter/1945885572662247429,"Strange energy day. Large cap energy is barely green, yet mid/smaller names are ripping. $XOM -.4%, $CVX +.1%, $SHEL -.6%, $TTE -.8%, $COP +.9%, $EOG +.1%, $SLB -1.8%, $EQT -.3%. $MTDR +3% $PR +2.5%, $APA +3.3%, $LBRT +2.3%, $HP +2.8%. Midstream and NG weakest."
twitter/1951420222784807131,"往上飘的是檀香,往下飘的是沉香,到处飘的是蚊香 $URL[0]"
twitter/894787636279349248,@guchuan81 你们一群共狗！！看看高智晟的真推吧！ $URL[0]
twitter/962181740201615360,@William13784360 盲流一来就高称要对大家完暴隐私，却不答有关他直播乞讨前是否有私收暗吞推友们好意本是要捐给4落难网友一起打官司的律师费，诡辩说人家不是法官就没权利提问？你把捐款挪作他用，这是不当得利，依法必须退还！既然所有涉案赊欠问题你都不回答，那请问你来自由中国是迎接什么挑战爆何种隐私？来募捐？ $URL[0]
