msg_id,text
twitter/1781330588143644799,中国人民解放军信息支援部队成立大会19日在北京八一大楼举行，习近平向信息支援部队授予军旗并致训词。习近平称，调整组建信息支援部队，是党中央和中央军委从强军事业全局出发作出的重大决策，是构建新型军兵种结构布局、完善中国特色现代军事力量体系的战略举措。信息支援部队是全新打造的战略性兵种，是统筹网络信息体系建设运用的关键支撑。要有力支撑作战，坚持信息主导，加强信息防护，深度融入全军联合作战体系，精准高效实施信息支援，服务保障各方向各领域军事斗争。要坚持作战需求根本牵引，加强体系统筹，建设符合现代战争要求、具有我军特色的网络信息体系。据悉，新组建的信息支援部队由中央军委直接领导指挥，同时撤销战略支援部队番号，相应调整军事航天部队、网络空间部队领导管理关系。 $URL[0]
twitter/1781695528717496694,"Korea too~!!   If you don't like Korean society, GTFO.   We're not here to change our country to make you happy."
twitter/1781697881768173633,@gravityron Why do they act so entitled  Guests needs to know their place When I go ti foregin country I dont expect them to treat me better than the locals or the same
twitter/1783541151561121939,Seems like an unusual business decision...
twitter/1787854924749099401,都 M4 了，直接跑 macOS 得了
twitter/1790140254533394566,@NickStoebe1 @super_spock @acpandy @Travis_4_Trump I knew you wouldn’t understand that easy to understand explanation!!!  Fkn idiot!!!  #AnotherMAGAMoron !!!!
twitter/1806943123496722479,@maoshen04 为什么非要结婚呢？这个道理可能这个男的都没搞清楚，大言不惭咄咄逼人，不可取啊，不可取
twitter/1812931497328013450,"I will be watching this HBO (or netflix or amazon or whatever) show when it comes out.  Hell, I'd like to work on it. $URL[0]"
twitter/1815173039644119178,@FeiyanXie 鬼子比币圈还会割啊！够狠！
twitter/1819366447837335874,@zhubuchen01 他不是国家队的吧
twitter/1819572245452542253,"@FangYidan4158 New super power I think -- purple-face man,  or purpleman."
twitter/1820549447794761819,"I’m a doctor originally from Afghanistan who is now proudly serving people of all backgrounds in NHS.  Despite the fear of violence against my faith &amp; background, I won't be intimated. UK is my home &amp; I will continue to help anyone who needs it.  We shouldn't give in to racism. $URL[0]"
twitter/1843583023587176642,他们终于揭露了中本聪的真实身份。原来是Len Sassaman!  我花了20多个小时深入研究了比特币论坛和链上数据。我发现的东西让我大吃一惊。现在我来给你讲讲这个坐拥600亿美元比特币的人的故事:
twitter/1845215002162241968,@paooo79 废物 $URL[0]
twitter/1845229652102742441,@father_of_potus 粉紅 $URL[0]
twitter/1848365079072329827,The 2025 Lynx revenge tour will be epic.
twitter/1848366659825799407,The commish will wear a stone arch bridge dress next October.
twitter/1850131648966459716,"China is using it as a card, to capture the entire resource-rich region of the #SCS, near and around the First Island chain. Why? To manage the sinking economy, which has no hope left for internal recovery, leaving encroachment outside. 2/4"
twitter/1850131653672272293,"Taiwan has stood always as a beacon of democracy beside China. China might promise autonomy, but they are going to flip back on their word, just like they did for Hong Kong &amp; Tibet!   China is spearing the Economy of Taiwan. That's it. 3/4"
twitter/1853624882145435662,"HKBANC shares an office at 130 Montgomery with the Hong Kong Economic and Trade Office (HKETO) in SF.  Civil society actors, politicians, and universities should say #NoToHKETO and its #SARNetwork allies like HKBANC.  (thanks to an anon volunteer for snapping this pic just now!) $URL[0]"
twitter/1858524374199927213,"The event will feature report author @hk_watch's @anoukwear, @CSR_Institute's @kevinkfyam, @StanfordCDDRL's @SophieDRich, and @GeorgetownCAL's @tom_kellogg. GCH Deputy Director Shelly Hahn will provide opening remarks, and GCH Associate Director @MatthewBGeraci will moderate."
twitter/1862371775281340635,@PCNO167 你们广东没这问题吧
twitter/1866165186434126321,Link here: $URL[0]
twitter/1867435861891330362,@whyyoutouzhele 好一句“干字当头”，干离凉的干
twitter/1868123365791191341,I Lost my beautiful sweet beloved wife yesterday after a 5 year long battle with Cancer. I hate Cancer $URL[0]
twitter/1868402387398037739,"You have my heartfelt sympathy. I was widowed suddenly in 1986. Lean on others as much as you need to for as long as you need. Grief is sneaky and can come upon you at any time. For example, 1 year after Jim died, my boss sent me to Bob’s (another exec) for some documents. His secretary told me Bob was in a just open the door and go in. Bob was in the process of opening the door at the same time I was. He said, “What are you trying to do, kill me?” This was in jest, but I immediately crumpled in torrents of tears. Bob and Violet both held me. After I was composed, I explained my hubby’s death."
twitter/1868637911283048845,@jbec570 God Bless you. Thank You for your kind &amp; thoughtful words
twitter/1869534925084631189,"Thank you @Jerry_grey2002 🙏 for your great first-person reports on China over the years, up-close and intimate. I still remember seeing  your posts 1st time on Twitter 5 yrs ago. Not sure if you were one of those 🇬🇧and 🇺🇸 Legacy Media 'ChinaExpert' JOURNALISTS parading their wares on social media, I asked you if Zhongshan was the one where Dr SunYatSen was born.  I have not stopped following you since then.🫂"
twitter/1870873701778182599,Stephen Harper prorogued parliament for at least 150 days.  Chretien prorogued parliament for 145 days.   Mulroney’s prorogations lasted 68 days in total.  @JustinTrudeau It is time.   No election until Pierre gets clearance.   #cdnpoli #WomenAgainstPoilievre
twitter/1871864086042185973,"@hdevreij @rob7681 In fact, we should discuss that with the original natives, it is their country, the rest is import. Something Americans seem to often forget, willingly and on purpose."
twitter/1873739190183342416,"How did a country of 330 million mostly good, honest, hardworking people end up with so many evil, corrupt officials who are robbing us blind?"
twitter/1873758531520025048,"Vishal Garg, the Indian American tech CEO of better(.)com, simultaneously fired 900 American workers over a group zoom call.  Indian newspapers gloated he replaced them with 1000 employees hired in India.  How will young Americans move up the ladder if the jobs are all in India? $URL[0]"
twitter/1875197377469923342,Pierre Poilievre gets an A for identifying many of the challenges everyday Canadians are facing. His ability to communicate in simple language is very good. But he gets an F when it comes to his proposed solutions. Newsflash: there aren't any. It's why Canadian voters should be a lot more discerning when considering the Conservatives in the next election. #cdnpoli
twitter/1878537556544868542,"My first time at @1billionsummit in Dubai—the ultimate creator conference of the UAE! 🌟   Honored to moderate two tech-focused panels on this incredible stage.   One with Ahmed Mostafa of @nvidia, diving into the future of AI, and the other with @DavidYangPhD, exploring innovation with $URL[0]"
twitter/1890314027462500732,$URL[0]
twitter/1897717612186161176,@LynneBP_294 Interesting
twitter/1899593046947197031,@cowboys20041 @BGatesIsaPyscho Calling me a traitor proves that you don't even have a basic understanding of the Constitution of the United States
twitter/1899808857028767766,"This is wrong. I live in DC with 700,000 other Americans. These are local tax dollars, not federal funds, yet people who don’t represent us are forcing cuts. If you care about public safety &amp; schools, please call Senators &amp; ask them to amend this CR, &amp; send it back to the House."
twitter/1900175932230599059,@DonutsQueen2 @DefiantLs Straight outta stables MOO! 😂
twitter/1900246442759119159,Give it enough time and Candace Owens will be demanding a posthumous pardon for Jeffrey Epstein.
twitter/1904628105085669616,Honestly it took me less time 4 years ago to code it when I was rawdogging it in tensorflowjs for NASA's Hackathon.  But vibing IS more fun. $URL[0]
twitter/1908612028643582065,It’s very obvious.   Whatever is happening in the streets right now is much more massive than the Tea Party.
twitter/1925300908734267438,"👑 👑 ☠️ ☠️ Gather Here Enders ☠️ ☠️ 👑 👑 $URL[0]               ♻️♻️♻️Repost 2 Ride ♻️♻️♻️ 🇺🇸 Drop  your  Name, Repost, Support 2 grow 🇺🇸   🇺🇸 🇺🇸 The  Dead  End  Supports  Patriots  🇺🇸  🇺🇸    🇺🇸    Add your 10 Warriors to help your friends.    🇺🇸  Be sure to check the post below  as well! 👇👇👇🔥"
twitter/1929293801178509764,However you want to argue it… we have a larger debt at the end of ten years than we would if the bill does not pass.  That outcome is severely disappointing.  Defund Obamacare in its entirety.  Have the reductions hit in 2029.  Remove all subsidies and expansions completely.  That would likely change the ten year projection significantly in the positive direction.
twitter/1929819749992804809,"I’d like to say to to every Australian it’s about time we have a universal pension , like parts of Scandinavia, Canada and I believe New Zealand"
twitter/894727241745154048,高智晟：预料中的表演开始了$URL[0] 从昨天迄今，百分之百的人猜向了同一个人，连我也惊讶的目瞪口呆。这岂是我的寥寥文字能创造了的奇迹!人们的普遍冷漠、麻木成就了惟华人中间才会有的这种人格怪物，这绝不是你的幸运，却是正常人群里的奇耻大辱!
