id_u,name,intro,platform,following_count,follower_count,posts
twitter/4319224823,Craig Summers,"A worldly wise cynic, with a leaning toward practical honesty. Creative to my core so best leave me alone to get on with it.",twitter,2102,1559,76651
twitter/1602391515195531265,The Watchman,"⚔️⚔️⚔️ MAGA | Husband, father, truth seeker. Standing for faith, freedom, & traditional values. Advocating accountability & strong, sovereign USA.",twitter,12711,16066,58925
twitter/435299501,Denise Dresser,"Analista, activista, mamá de 3 humanos, 2 perros. Autora de “¿Qué sigue? 20 lecciones para ser ciudadano ante un país en riesgo” conferencias@denisedresser.com",twitter,1267,4691004,119802
twitter/2842830110,Rob Haddow,Opinion Pages Editor @ South China Morning Post. Usual caveats apply,twitter,290,2017,4315
twitter/1688350928548790272,无名之尸,国士无双徐才厚的小学弟。,twitter,280,92,340
twitter/1538467652322136064,bch_autist,accelerate permissionless economy,twitter,1535,2495,31493
twitter/1895471896311042048,尊皇討支🇯🇵🇳🇺🇳🇫,大日本帝國萬歲 精日脫支派 支持所有支黑 深藍粉曲勿擾 支持綠對日右翼 滿洲獨立吐蕃獨立東突厥斯坦獨立,twitter,668,515,695
twitter/1770949108062425088,Fan Of John Thune,Fan account,twitter,3534,857,19557
twitter/1812875595258466305,Sunny,"",twitter,1265,271,3963
twitter/1335519625740738560,𝐃𝐚𝐫𝐤 𝐇𝐚𝐢𝐫𝐞𝐝,“Don’t be afraid to give up the good to go for the great.”,twitter,9957,66660,163366
twitter/1429489184176320512,Натали Я 💖♍🌍🌴🏖️🛩️,"Умная женщина никогда не обижается. Она молча делает вывод.  Хамы брысь. Путин мой президент. Лайк не всегда означает, нравится, просто прочла.",twitter,1541,4246,18123
twitter/1231342391954726912,The Vanguard,Media critics of the independent left 🚐 Join our Patron community: https://t.co/sgjQfOkiEj,twitter,1119,15483,6735
twitter/861228741808185344,若來若去,一切有為法如夢幻泡影，如露亦如電應作如是觀。,twitter,723,282,3399
twitter/1725217405918392320,Dnalor Hock 🇩🇪 🤮✌️✈️ MAGA,"Rationaler Mensch mit Lebenserfahrung,  nix Queerix ✌️phob",twitter,2219,1964,62928
twitter/15871284,风巢森淼,独立开发  小报童 https://t.co/wZluLDICap 倒计时 https://t.co/ufrnWHoPPJ  白噪音 https://t.co/Y97ecgVfsB 概率论 https://t.co/xMGHlPUt2U  生成器 & 防护盾 https://t.co/0NETqMCEkR 知识星球 https://t.co/VdUrOctz0m,twitter,2455,3332,511
twitter/15871416,"Lawrence Ross: LakeShow, GGMU, Go Bears! '06!","The Most Famous Person You've Never Heard Of.   Husband, Father, Writer, Author, Lecturer, Golden Bear, Laker, Red Devil, Humorist, Shit Talker, Alpha since '85",twitter,9661,20011,175729
twitter/15871456,"𝙂𝙚𝙤𝙧𝙜𝙚 𝙉𝙞𝙪, 𝙍𝘾𝙄𝘾-𝙄𝙍𝘽",说法语的牛顿🍁⚖️✝️. Proud graduate of @queensulaw specialized in 🇨🇦 immigration & citizenship law. Opinions are my own and don't constitute legal advice.,twitter,2843,15234,12039
twitter/1648487935392755712,Zac,"",twitter,228,30,203
twitter/1425862375337611273,Luka,🇷🇺 Translator | 🇵🇹 Foreign Languages | 🇬🇧 Cambridge,twitter,5507,26945,16257
twitter/1705142889058312192,Esme（互fo 互赞）,Follow me for more testy food about China~ 🍤🍜🦞🥟🍠🌯 互fo，互赞，关注必回，有赞必回。,twitter,3440,5152,919
twitter/1494025612289261572,Canadian Kozak,Christian | Husband | Father | Educator | Proud Canadian concerned about the future of Canada |,twitter,4819,1139,11908
twitter/1756087729073336320,🧚🏼‍♀️💙☮️ Rachel ☮️💙🧚🏼‍♀️,🪄Mom| M.A.|Always fighting for freedom and equality for all |#Resister for life|🏳️‍⚧️🏳️‍🌈🇺🇦 Ally|#fucktrump | Meet me on🦋@maleficentviolet.bsky.social 🌊,twitter,5344,4773,6843
twitter/1531795717391536129,梦想家拉斐尔（互fo）,爱我你怕了吗🇨🇳,twitter,10690,14613,14899
twitter/1180015963296518145,Emma 📢 世界雖然反轉 是非不能顛倒 🙃,LoveHK,twitter,484,530,2598
twitter/15872750,Madmanmikey,"I am  White, old, and poor. I’m not looking for a woman I do not give trading advice. I will not buy your only fans. Save your time move onto to the next guy.",twitter,1478,712,35355
twitter/1467979285587660805,Sunny,#Anti-imperialist #Kurds #China  #PNW No DMs,twitter,1369,489,29959
twitter/1777979765703704576,安吉🌺100%回fo,眼中无尘，心中有光。爱生活，爱自己！☀️🌱🌱🌺,twitter,7501,6771,4170
twitter/1585924176543719425,Marty Kane,"Pro Independent Scotland, Pro United Ireland, Alberta Separatist, Free Speech. Content Creator @IslesUpNorth",twitter,5528,6001,40834
twitter/99759888,Disinformation Expert,"Former Democrat turned Conservative/Libertarian, political junkie.",twitter,6132,3039,14798
twitter/284309334,“Right matters. And the truth matters.”,"Dad, husband, coach, attorney and general judgmental know-it-all",twitter,1102,1237,49422
twitter/1684943816199983104,Robertus,"Dark MAGA living behind enemy lines in a blue state. Husband, Dad, Granddad: artist, hunter, fisherman, prepper, 1A & 2A enthusiast.  Meme maker 'The RubiCon.'",twitter,12166,12097,11479
twitter/460470940,Margaret Sullivan,Columnizing @GuardianUS. Thinking/teaching @columbiajourn … Knicks fan and #billsmafia. … Pro-democracy,twitter,3859,126116,41609
twitter/63178117,Yaqiu Wang 王亚秋,Chinese human rights researcher & advocate | ex- @freedomhouse @hrw @pressfreedom |  @yaqiu.bsky.social | 勇气是最珍贵的品质,twitter,841,35955,7137
twitter/1394929927045226498,移民出国、底层DIY移民电报群,本群专注于移民、出国、留学、偷渡……的计划与经历的分享交流。。  也包括每个国家的政治、经济、工作、生活、薪资的全方位讨论与知识分享交流平台。 --群主不是中介，不提供任何出国的咨询或服务--,twitter,239,6567,523
twitter/893009718129577984,Xizang Today,"From the magical city of Lhasa, we bring you Buddhist temples, the Himalayan wonders, and Tibetan stories — ancient and new, but both equally glorious.",twitter,547,8408,1188
twitter/426917520,Scottie Nell Hughes,"Common Sense Conservative. Sr Fellow Frontiers of Freedom. Analyst, Journalist, truth seeker & speaker. Strict follower of golden rule on social media. 🕊️#ROAR",twitter,7351,35044,61919
twitter/1621767754264055808,J.P. Morning,"",twitter,383,424,7803
twitter/1872652345747927040,薛兰,记录生活的点点滴滴，分享美食、美景。开心每一天Happy every day(互赞),twitter,3480,2990,1794
twitter/1162647184623525888,🇨🇳Marine N🌈🌈,坚持中国道路,twitter,194,569,3223
twitter/2423407063,CODY,"",twitter,825,997,17330
twitter/1383017481523056646,Zongyuan Zoe Liu,Senior Fellow @cfr_org; Ph.D. CFA. Author of Sovereign Funds: How the CPC Finances Its Global Ambitions. Opinions my own. RT≠endorsement. @zoe-liu.bsky.social,twitter,973,6801,794
twitter/15876845,openDemocracy,Free thinking for the world 🌍 We're an independent media organisation. Also at @openDemocracy@newsie.social,twitter,778,131073,94055
twitter/1187808818522030080,Joe Kent,"Father of two amazing boys, husband. Retired Green Beret combat veteran, Gold Star husband. Director of the National Counterterrorism Center. Official @NCTCKent",twitter,2707,258704,23627
twitter/1594119729899343874,Bo,"I love my God, my wife, my family and my country. Followed by Gunther and Hunter Eagleman™ #USA #MAGA #TRUMP #TrumpWon2020 #MAHA #AmericaFirst #VivekForOhio",twitter,3054,3894,14624
twitter/970413340068638720,The Blue Collar Philosopher,World Peace Teamster  Big Brother  Veteran Animals  Nature  #Progressive  #StrongerTogether #Resist  #FBR  #BLM  #LGBT  #amwriting @ https://t.co/AQrkSpmCdX,twitter,68729,80035,22137
twitter/32654755,econpoetic,"",twitter,3105,4663,20486
twitter/7489012,Mona Seif,"الصبح بأجري ورا الفراشات, و بالليل بأطارد العسكرIn the morning I run after butterflies, and at night I chase away the army! #FreeAlaa",twitter,2189,694420,156548
twitter/1427330037456515080,💋Elissa4Real💋,"The government is supposed to answer to us, not the other way👈TRUMP2024💋God Bless our troops🇺🇲Back The Blue❤️#FJB",twitter,20182,132053,131602
twitter/1632453551355199488,Gabriel 🇮🇱 🎗️,"🇺🇲🇲🇽🇮🇱 American, Mexican, father of two wonderful adult Jewish children. Zionist",twitter,1606,1385,16961
twitter/1329911143054209025,Alex цжан,很久以前的留学生。,twitter,2389,14834,26683
twitter/1401481361383256067,Charles,。,twitter,357,32,269
twitter/1438465980930277376,少女-哥伦比娅,为了台湾的人权！不装了就是来看殖人的笑话,twitter,343,93,3309
twitter/1264663304573763590,John M. Pierce,Chairman @NCLU_ORG / Harvard Law Grad / Veteran / Loving Father,twitter,6866,27627,37001
twitter/809207229920387072,七侠镇首富达掌柜,钱，钱，钱，钱，钱，我不姓钱,twitter,1041,156,4775
twitter/1332006020445589510,بانو✌️M_Suofii)✌️🇵🇸🇮🇷)✌️🏴🏴,شغل مدیریت خانواده، متاهل، یه رهگذر، شعر دوست📜عاشق وطنمم  حاضرم در راه دین از من جدا گردد سرم            من بمیرم باک نیست اما بماند رهبرم ‌,twitter,1759,5999,90181
twitter/15879443,Galileo Cheng,"Axed Award-winning photojournalist, @ubcjournalism, Mentee @roomupfront; Works @initiumnews @hkfrontline @hkfp @rfacantonese ChannelC HK",twitter,4179,25138,106063
twitter/66211398,"La Fella Nikita, PhD",Dissertation: Police Stress • First Responder Traumatologist • Social Work • Researcher: @MalcolmNance’s @plot2destroy & @plot2betraybook,twitter,13628,15841,37930
twitter/1524284143751909376,Phoneix reloaded,The truth will set you free.,twitter,7041,26240,88889
twitter/1434964981662076930,Brock Riddick,"Proba me, et ambo deficiemus. Ego examen deficiam. Tu me probare deficies.",twitter,37670,192439,355528
twitter/804409038,Usman Chinese 武俊朗,"VP of China-Pak International Business Alliance Living in China 🇨🇳 |Public diplomat | CPEC expert | 外交🇨🇳| CEO Baite Guangzhou International Trade Co., Ltd.",twitter,1681,15511,9969
twitter/1391704677591379970,Fuck Xi jinping Biden Newsom,I rely on panhandling to catch Chinese spies Joe Biden and Gavin. Email：zaochun837@gmail.com Donate Zelle transfer： zaochun837@gmail.com   Weiheng Wang,twitter,1322,45218,46290
twitter/4889661229,🇨🇦🇨🇦🇨🇦Munkee🥅⚾️🥅🏒,"🇨🇦🇺🇸🍎Twin Dad,to do all that one is able to do, is to be a man .semi-pro fly catcher,Canada first, assimilation now IStandwithPierre#Liberalsmustgo",twitter,4792,2016,19582
twitter/3388100499,Chillin’ 🌈🐕‍🦺🐈‍⬛🐈‍⬛🦜,Account started by Angel Marty & continued by CatBros Leo & Rowdy & Baby Cockatiel Pip! Also On @ColMarty@mastodon.world #TheResistance. NO DMs! No Porn!,twitter,8328,14946,83477
twitter/1349669078,Robert Mihaly 🇫🇷 ✍️ 😷🌻,RESISTER = GOP begone / Published Poet / All Poetry © / sculptor / music fanatic / CLE Guardians / https://t.co/ea41hLaj7n%… /  Love for Paris / #SlavaUkraini,twitter,7947,7705,405219
twitter/1369815566194597891,𝕄𝕠𝕖 𝕎𝕠𝕨𝕠𝕝𝕗,夜幕覆盖印第安纳草原，忧伤浸透喔喔🐺的脸~ 一只🐺，上班只是摸🐏工；我会炼金，这是魔法！ Le vent se lève! ... il faut tenter de vivre!,twitter,267,2047,9676
twitter/108155579,Nick Flor 🥋+🇺🇸,"Conservative Very OK Cognitive Scientist,PhD-Neanderthal-Author, AI-ML-Analytics-Viz-Algorithms,Politics:Systems,Individualist,Views are my own—not my employers",twitter,5331,20983,126983
twitter/1711904954825461760,书画高唐（互fo）,中国书画艺术之乡 海峡两岸文化交流基地 苦禅故里、海峡情缘、人文高唐 诚挚互FO,twitter,7486,6379,4290
twitter/1204315977720221696,Token Terminal 📊,Fundamentals for crypto. Available also on the Bloomberg Terminal App Portal at APPS TOKEN GO.,twitter,2998,147111,33216
twitter/233985354,Amanda Becker,"Book: YOU MUST STAND UP, the Fight for Abortion Rights in Post-Dobbs 🇺🇸 | @19thnews | Find me on a social platform I can stand: @amandabecker.bsky.social",twitter,4300,16280,8319
twitter/974889475443605504,Herowind,"",twitter,3707,2678,2186
twitter/275928942,Helene Lavoix,"Political scientist MSc PhD Lond - CEO @ the Red Team Analysis Society - Strategic Foresight & Warning for int. security, geopolitics - Tweets ≠ endorsement",twitter,1393,2715,47443
twitter/1075289749336649728,march,ᴅɪᴇ-ʜᴀʀᴅ ʜᴀʙꜱ ꜰᴀɴ • ᴀᴠɪᴅ ɴɪᴄᴋ ꜱᴜᴢᴜᴋɪ ᴇɴᴛʜᴜꜱɪᴀꜱᴛ • ᴛʜᴇ ꜰᴜᴛᴜʀᴇ ɪꜱ ʙʀɪɢʜᴛ • #ɢᴏʜᴀʙꜱɢᴏ • #SHLONGFEST2025,twitter,260,2575,53687
twitter/1678762780919468034, Mario｜個人開発 🏴‍☠️,My ASO Tool: https://t.co/z7UwUmhupv,twitter,682,5819,5177
twitter/1728518414157697024,Kimberley,"Love’s horses, hates genocide.         Politically homeless",twitter,1347,491,12240
twitter/1265786004,We tried to warn you,Former Ind- voter now Dem- 💙 🌊         🌈sister  MAGA=Fascism    No LISTS No Crypto No DMs No Porn No MAGA  Boston Bruins 'Bama LSU.  RIP Mom 5/12/23,twitter,3220,3167,133283
twitter/368205513,杰克船长宏观策略（圈子）,美港A股基金经理&宏观研究员，做宏观策略，量化。香港新加坡证券、前国内top10公募基金。（郑重声明：本账号发布的所有内容严禁在中国互联网转播，所有内容均不构成投资建议）爆料、合作发私信https://t.co/BU9z85f3Xb,twitter,99,126055,18323
twitter/2717015816,dave edwards,support corbyn/rugby league/anti tory/delta blues,twitter,3864,2184,30022
twitter/1501493896043368450,册那结棍,瞻彼淇澳，菉竹猗猗。有斐君子，痴头怪脑。 支黑物种隔离，直接拉黑,twitter,540,8060,17693
twitter/791620697726615554,Open Minded Approach,"I'm creating content about UFOs, the Occult, Consciousness, Religions and much more... Thanks for your support https://t.co/hwpm4a7Hps",twitter,618,239888,20537
twitter/1334449983471276033,🇺🇦 🇵🇱 🇨🇿UKRAINE DIARY 💥 Latest,☕☕☕☕Please help us  continue our Live coverage from Odesa. We are volunteers . Let's defeat Russia Together 🇺🇦✌️🙌🆘  https://t.co/MSLmKu96Bg,twitter,21665,20455,63544
twitter/963797622,廖亦武 Liao Yiwu,過往歲月都紀錄在書中 我踐行了我的諾言： 讓被海内外主流叙事淹没的小人物主宰我認定的歷史  好作家應該蹲監獄 S Fischer 推出《18個囚徒》德文版   2025年復活節後正式上市,twitter,5521,29208,29490
twitter/1587822479447576582,Death becomes her,"I am a small and fragile thing, A sparrow with a broken wing.",twitter,1182,1176,7033
twitter/1504055980732338181,西澤 nishizawa,縄文から続く、穏やかで端正な日本、 皇統は男系男子、秋篠宮家を敬愛 自衛隊に敬意と感謝を  緊急の課題は、移民、対中政策の見直し  保守党員・相互フォ、まさる部 松原仁、浜田聡、吉川りな議員ら保守派議員は、 党派関係なく応援。  保守は政策で協力を  大陸駐在 広東省、福建省、湖南省など省市政府と合作  台湾是台湾,twitter,28725,32384,57354
twitter/1584234473398280198,Hello Fan,延决判断，但不要延迟决断。,twitter,679,214,3680
twitter/1765189143066464256,钢筋芭比ส้้้้้้้้้้้้้้้้้้้้้้้้้้้้้Steel Bar Barbie,每天清理 诚信互粉 #每日互关 #互关 #互粉 #涨粉 #互关涨粉 #互fo,twitter,6545,6662,11802
twitter/1615357250440417281,Mr . MR,虧欠了神的榮耀就是罪（1 Corinthians 10:31)。 1、Core of Chinese is formalism. 漢字， 黃禍之源. 2、中國人信上帝或解體歐洲化是實現民主的唯一出路；3、倡议在中国选址建：在华殉道牧师纪念馆，纪念他们为神做工的付出，彰显神的爱，荣耀与怜悯，Amen,twitter,659,1104,54991
twitter/1519437960101388288,Samuel Stern,"Zionist Reform Rabbi and American 🇺🇸 ✡️ Rabbi of Temple Beth Sholom in Topeka, Co-chair of State of Kansas Holocaust Commission",twitter,1800,20296,16016
twitter/1789210363017531392,昆仑修行人,微信号AD44532119，修行，算卦，读书，趋吉避凶，为人生提供指导，需要请私信。擅长道法改运术、阴阳宅风水改运术、斩桃花、婚姻和合术以及种生基风水改运术等,twitter,756,13706,7723
twitter/1879825323367497728,十二（互fo互❤️100%）,Thanks for the following and inretaction.🌈🌸🥰 长期在线，互赞互关。,twitter,3822,5827,853
twitter/1295969680482398208,"Jenny, Girl from 4th 🌍, 鄰白廢物 🧠 🪱",👶🏾👶🏿👶🏽👶🏻👶🏼👶. Aspiring mother. Chinx. 🤖 magnet. 2x covid survivor. Ruralist. Spreading brain worms according to Garry Tan,twitter,964,24426,76079
twitter/2800904959,Portia毛芃/新西兰毛传媒,毛传媒 – 有视野、有观点的新西兰华文媒体。毛传媒通过深度新闻报道、人物采访和评论 帮助华人社区深入了解新西兰，更好融入新家园， 同时也把华人社区的声音传递到主流社会。毛传媒主笔是知名独立记者毛芃女士，新西兰传媒大奖Qantas Media的唯一华人获奖者，奥克兰大学影视传媒专业硕士。,twitter,627,5080,6773
twitter/1446895422920790016,Ale 💚🤍💜,Agent 22403. Deliberately Defiant Female. Laughter is my first language. 🇺🇸 First follow is free. No refunds.,twitter,6067,6524,19711
twitter/1400007925,Jonathan Choe,"Discovery Institute Senior Journalism Fellow. NEWS TIP: jchoe@discovery.org, *Vids branded 'DI' represent Discovery Institute. Other views expressed are my own.",twitter,46763,165975,44046
twitter/359821009,@GracieusaBrito 📖🇧🇷🚩🚩🚩🚩🚩🚩🚩🚩,Professora (2 aposentadorias);  Jornalista freelancer; Fotógrafa; Petista; Atleticana. Pensar Educação É Pensar Brasil 2008/2022 - UFMG ❤  Haters = block SDV,twitter,21037,19163,609698
twitter/794320139420188672,ごぼ天うどんサブ垢(宇宙人👾☄️勇者🎯)🦄#GrowTogether ADD+,本垢 @regardeleciel1  サブ垢 @costcocleanerm1 ｲﾝﾌﾙｴﾝｻ- 正鋳真優/田口愛佳/平田侑希/奥本カイリ/中坂美祐/八木愛月/小栗有以/南澤恋々/工藤華純/内海里音/兵頭葵/畠山希美/布袋百椛/川村結衣/新井彩永/森本くるみ/河村優愛/青木莉樺/👑坂本夏海/宮本佳林/荒井優希,twitter,81482,81114,383275
twitter/1472592424786530311,pi永不言弃🇨🇳,数字元年 PiNetwork,twitter,1478,4719,2196
twitter/1034370771160891393,觀察家Spectator,Jesus is Lord. Jesus is God. Reformed. Retweets are not endorsements. God bless you.,twitter,3629,568,19743
twitter/1595406474330738689,ArtloverLH,An artistic soul who has interest in creativity with own and new ideas that go my own way,twitter,3511,5335,27325
twitter/1511234068419129345,Shshsh🇨🇦,中文日益退化之中 | radfem,twitter,925,187,15547
twitter/1353002886729498628,ســــــایه,"",twitter,18431,27814,41463
twitter/4176639492,Patpicha Best 🧣,"Reporting on Thailand for Bloomberg @business. Formerly @Reuters. @FCCThai board. 📝: politics, business, breaking news. Views mine. 📧: patpicha@bloomberg.net",twitter,3408,13138,3311
twitter/1645874980679237634,Howard Beale 🇵🇸,I'M MAD AS HELL AND  I'M NOT GOING TO TAKE THIS ANYMORE! My thoughts will be heard! No DMs. I said NO DMs!  🇷🇺 🇨🇳  🇵🇸,twitter,954,1315,89746
twitter/1270440554686558210,Diverge Media,Bringing you the stories that matter. Truth falls where it falls. RT not necessarily endorsement. Support our work: https://t.co/4StfgInGsV…,twitter,1796,2910,5464
twitter/2381478362,BTentacle,爱美女....不聊时政！ 人生如戏，空梦一场罢了！,twitter,26,34,1970
twitter/1558639139393662976,华萱,看世界，拓视野。🤩互fo(｡･ω･｡)ﾉ♡互赞💕 (侵权请联系删除。🌹）,twitter,5178,3951,1603
twitter/1619596993277337600,yosoymario,"lifting, fighting, but mainly shitposting.",twitter,479,3460,28060
twitter/91388563,💙🌊🇺🇸Chris💙🌊🇺🇸,"GOD FIRST, SAVE THE USA SAVE AllWildlife&Domestic Animals,🐝Our National ParksNATURE,VAX & MASK SAVE DEMOCRACY! NASCAR,🇺🇦 🇮🇱🚫DM’S, INDIGENOUS🪶🪶🐈🐕",twitter,2463,2250,140886
twitter/393378587,Victims' Commissioner for England & Wales,"The official account for the Victims' Commissioner for England & Wales, Baroness Newlove. Promoting the interests of victims and witnesses of crime.",twitter,1530,15766,6257
twitter/1349845725832736771,Cat Lady Slayer,Christian God fearing conservative veteran patriot!!,twitter,4287,1968,10499
twitter/1569672843142766592,贺小虎,爱我中华！(需要回fo请私信、留言或评论),twitter,4783,8011,5333
twitter/3287448578,素晴らしい国🇯🇵日本国,日本国は本当に素晴らしい国だと思います。私は日本国に生まれて幸せです。しかし中国、韓国、北朝鮮、ロシア、反日野党、労働組合、日教組、日弁連、朝日新聞や毎日新聞などの反日メディアがこの日本国を破壊しようとしています。強くて美しく、明るくて元気な日本国の実現を願っています。,twitter,30787,34285,7891
twitter/1453719327534845963,March,"Justice, courage, responsibility, fraternity！",twitter,3029,231,260
twitter/108166678,Nadine Maenza,"Advocate for international religious freedom & working family policies. Co-Chair IRF Roundtable, Chair @engageyourworld, Former Chair @USCIRF",twitter,19665,48271,16626
twitter/1277282234815393792,Adam 🇬🇧🇺🇦,"Life is like a dream, everything is empty, Only love forever. Be a warm person .浮生若梦，万物皆空，唯爱永存.做一个温暖的人。",twitter,545,572,2470
twitter/32671517,Leslie Marie 🚩 🍉 🕊️🔻,Fuck tyranny; Nonconformist; ANTIcapitalist; ANTIimperialist; Free Speech; Fuck the Uniparty; RESISTANCE AGAINST OCCUPATION IS NOT A CRIME🖕🏼🇮🇱,twitter,5367,5062,26020
twitter/1392134870856605698,报酷（#5）,We the New Federal State of China people who are taking down the Evil Chinese Communist Party (CCP) 我们是消灭邪恶中国共产党的新中国联邦人 #NFSC #ROLF #TakeDownTheCCP,twitter,1819,2093,50363
twitter/32671625,Derek Cressman,Father. Husband. Patriot. Farmer. Reality based anti-Monarchist. Probably not a satirical bot.,twitter,41242,149575,33226
twitter/1278702110255616000,会者定离☭🇨🇳 ⃒,愿中国青年都摆脫冷气，只是向上走，不必听自暴自弃者流的话。 能做事的做事，能发声的发声。 有一分热，发一分光。 就令萤火一般，也可以在黑暗里发一点光，不必等候炬火 。,twitter,1799,3452,1702
twitter/1668699273192697856,The Global Observer,"Global Observer delivers global news on war, politics, scientific innovation and more. Help an independent journalist replace the legacy media just hit follow!",twitter,195,4904,14139
twitter/1564544353804070912,Ein(互fo),"",twitter,8807,9119,6923
twitter/1052601655328354304,William,"Hallo alles! Mein Name ist William. Mein Hauptfach ist Germanistik! Es freut mich,dich kennenzulernen!",twitter,5379,1201,1729
twitter/2800912968,Ryan McMorrow,China corporate tech reporter @ft formerly @afp @nytimes @FulbrightPrgrm @ucla bruin. ryan.mcmorrow@ft.com,twitter,1656,3713,1571
twitter/15895324,APCO,APCO is a global advisory and advocacy firm helping organizations build the un/common ground upon which progress is made.,twitter,3353,11394,16724
twitter/309496784,Frankie Woo,"To search, to learn, to think~",twitter,617,114,3565
twitter/1249344685941952514,Anne McFarlane #FBNHS #FBPE #FBPPR #3.5% 💙💙,"Standing against racists, misogyny, and hate. No DMs @boof64@bsky.social",twitter,0,14146,109079
twitter/3815935215,Jay Beecher,"🔍 Journalist currently living in Ukraine. Published in the Daily Express, Daily Mirror, etc. Former News Editor of the Kyiv Post. jaybeecher@live.co.uk",twitter,5211,28282,52787
twitter/41061694,Paola Ugaz,Joven vieja promesa. Corresponsal del ABC de España en Perú. #IWMFCourage in Journalism 2021 Awardee.,twitter,1914,208218,118289
twitter/1828351478953922560,Sini Lee🇨🇳（互fo）,爱生活，爱旅游，爱美食，爱自然🧡ྀི💛ྀི❤️ྀི分享美好的(互fo)🇨🇳🇨🇳回关有限，会陆续回关的,twitter,4020,3930,302
twitter/1622450885652791296,Fly💕,"#MAGA #DJT #VETS1st  #LIFE #BEAUTIFUL⚘️💕 The little blue bird stole my 25k 🚫DMs. All my pics have a watermark or signed, Photography By, Fly 🇺🇲",twitter,5922,5489,5701
twitter/1780772967032520704,🇺🇸POTUS Note 🇺🇸,America First - MAGA - Trump 2024 🇺🇸 Join the POTUSnotes Community,twitter,13062,28890,50009
twitter/1249624557788561409,Hongqiao LIU,"Tracking #China #environment #energy #climate since 2010. 2x @TEDTalks, @risj_oxford fellow, @voxdotcom visionary change agent' ✍️ https://t.co/2iewHFrlnv  中/EN/FR",twitter,1547,4475,2862
