id_u,name,intro,platform,following_count,follower_count,posts
twitter/1273354077494284288,Li Song 李松,Permanent Representative of China to the UN Office and other International Organizations in Vienna,twitter,246,7188,2075
twitter/1447198679408992264,Camille MacKenzie,CEO and Founder @NewPatriot_HQ • Constitutional Conservative • Designer • Techstars Alumna • Personal Account #ReviveLocalPolitics #NewPatriot,twitter,1221,2459,19979
twitter/1187004630602924032,ciainchina.bsky.social,"No longer posting here. Account kept open for my archive and the occasional lurk, though I browse like I’m graphite clearing at Chernobyl: in and out in 2 mins.",twitter,1248,7047,47318
twitter/521966673,JamieRJN,4th generation Marine family. Married 37 yrs to Ret. @USMC KC-130J Pilot. Vintage book collector. Patron of The Citadel. Support Our Troops🇺🇸 Psalm 91,twitter,11324,13571,595061
twitter/303862998,"People's Daily, China",The largest newspaper in China,twitter,3905,6555202,141712
twitter/85759969,localhost,体验设计师 / 考据癖 / 好奇学家 / 不化妆 / 无辣不欢 / 外形如兔 / 食量如虎 / 恶作剧 / 小免乖乖 / 刀子嘴 / 豆腐心 / 人妻人母 / ∈ @matrix67,twitter,216,13400,8090
twitter/1528601810,Daniel 🦥,"Sometimes funny, many times unintentionally",twitter,5233,851,64959
twitter/1598543355746881537,Animal Lover,"the most beautiful & adorable pictures, gifs and clips of all animal lover. we own no content posted. All credit goes to respected original owner.",twitter,36719,59194,20616
twitter/1320279147143376902,挺郭建筑师,跟着七哥修行,twitter,1702,8085,92046
twitter/862766136311414784,liyi176,"",twitter,53,98,3145
twitter/2736562290,羽兒,善惡終有報，三退保平安，用真名化名都行： https://t.co/PgzhwpXUSJ,twitter,127,540,1432
twitter/102539711,Whyottoman,"",twitter,17,75,542
twitter/4070351472,Ian Boyden,Author of A FOREST OF NAMES @weslpress 2020 | @NEAarts Literary Translation Fellowship 2019 | TEDx talk: https://t.co/o1zsox1zTy |,twitter,1281,1603,10578
twitter/1565170553341837313,不想长大,"",twitter,279,153,1095
twitter/18654401,Niki Ashton,Educator. Researcher. Activist.              Former NDP MP for Churchill Keewatinook-Aski. Northerner. Millennial. Feminist.,twitter,5419,39557,21184
twitter/60597469,Jim Watson,56th Mayor of the City of Ottawa / 56e maire de la Ville d'Ottawa 🏳️‍🌈 See link for full bio.,twitter,13147,158603,120759
twitter/1611037387282317319,U2UOK6(宁静的夏天),北美公民非民运。讨厌五毛小粉红骗子。反对极端民族主义、极端分裂主义、宗教狂热分子、假民运分子、低层互害韭菜互割分子。反侵略、反独裁、反暴政。支持争取民主自由、公平正义、放开党禁、言论自由、三权分立、以法治国、全民普选。揭露丑恶、批驳与质疑政府、政党、政策、政治人物是言论自由更是正能量!,twitter,611,154,10782
twitter/60598016,Hayden Hewitt,"Filmmaker, sometimes problematic, occasionally not grumpy.  My film CARA is available to watch on Prime and Tubi  Once saw ghosts. Maybe.",twitter,1362,17033,88635
twitter/1596035629619429376,Smiling World（互fo）,"Hi! My name's Linda, a young lady from Smiling World, which will send divine & effective blessings to all followers almost every day. #follow #followback",twitter,6382,6776,4739
twitter/1236328046002442240,Alora 🌻 🌻 🌻（澳喜特战旅）,Follower of Creator GOD LORD！！！ Stand with GOD forever ! Support NEW Federal China! 支持文贵爆料是匹夫之责！！！尽心尽意尽情尽力爱耶和华神，爱人如己得永生！唯真不破！无欲则刚！出污泥而不染，濯清涟而不妖。,twitter,1428,508,16595
twitter/785867439275905025,Deenie,"TRUMP 2028; MAGA; AMERICA FIRST; ROLL TIDE; Lacey's BFF. Love God, family & country! Widow of Vietnam Veteran RIP (@Deenie45 on Truth Social)",twitter,54255,49691,725721
twitter/860261817158737920,楼塌塌,"",twitter,1034,467,3306
twitter/1360833162,TxTrumpSupporter🇺🇸🇺🇸,#Trump2020 #Trump2020LandslideVictory,twitter,1477,1048,2167
twitter/1505058206825218048,MissMohini,"Stock market Investing. No F&O, small and mid cap AI Investing Sub Broker, MSD",twitter,11350,168023,80732
twitter/161262685,Matt Kwong,Senior Producer for #TheJournal from @WSJ and @Gimletmedia | Ex @NYTopinion @NPR @UpFirst @CBCNews ✉️ matt.kwong@wsj.com. 🇨🇦 in 🇺🇸. *DMs are open*,twitter,6341,3625,9510
twitter/1348044718475718659,JESSE JAMES,JESUS MAGA HOOAH PTSD  GETTR @RealJesseJames and TRUTH @1bigbeer,twitter,65297,88372,55498
twitter/1738321596,𝕏laoML,"",twitter,4661,339,4357
twitter/1661765993054494720,Upbeat Pessimist,"Free Palestine.  Oppose zionist tyranny, censorship, and war.  Oppose tyranny in all forms.  Free Palestine.   Do unto others as we would have done to us.",twitter,1460,713,22005
twitter/930437389872283648,妮妮,"",twitter,3980,928,13759
twitter/27045873,𝓨𝓮𝓵𝓵𝓸𝔀 𝓡𝓸𝓼𝓮 𝓸𝓯 𝓣𝓮𝔁𝓪𝓼 💛 MAGA,#God #UltraMAGA 🇺🇸🗽🇺🇸 #ProGuns #Republican. #respectVeterans #truthsocial . #adoptdontshop . I will not respond to private messages .,twitter,22859,23540,56813
twitter/1239638979214966786,Truth Lives Here!🇨🇦✝️⛳️🍀,CATHOLIC.  Police Officer. Police Court Expert. Ontario Crime Commission Award. Proud Canadian. Support those with PTSD.,twitter,1415,3345,299444
twitter/1823270036414337024,Brian E Dambold,Follower of Jesus Christ Conservative Pureblood MAGA 1A 2A USAF EOD VETERAN 🇺🇸 🚫DEI 🚫CRT 🚫LGBTQ…🚫Peddlers 🚫Porn🚫Stupidity,twitter,6973,8336,35402
twitter/18657397,DigiMan,This guy was lazy and left nothing here.  Sony α,twitter,376,724,16105
twitter/136098527,加拿大国际广播,加广中文台（RCI）—— 加拿大国际广播公司中文部官方X 为您提供及时、客观、深度的加拿大中文新闻。蓝天：@rcichinois.bsky.social Radio Canada International 中文 ，欢迎联络我们：china@rcinet.ca,twitter,84,160298,21906
twitter/278705221,Aggie Stan Account,Heavy dose of #TAMU #Aggies sports | #AllForTX  #WentAndTookIt #DallasCowboys #DallasStars | Free Speech | Seed oils are fine,twitter,424,850,65961
twitter/1260172386,Rep. Juan Vargas,"Proudly representing the people of south San Diego County in US Congress. Former CA State Senator, Assembly Member and @SDCityCouncil Member.",twitter,621,27379,4992
twitter/1279534045295251461,Michael,"There are three things that will endure—faith, hope, and love—and the greatest of these is love.1 Corinthians 13:13  // No DM",twitter,2611,1900,143878
twitter/867669051656425472,Kevin Cheng,"",twitter,1975,868,1452
twitter/1283676999379087360,Jewish Advocacy for Uyghurs,"Writing/research on anything interesting we find on the crossroads between China, Xinjiang/ET, Israel and Judaism.   Also in Heb/עבר at: https://t.co/8of6I7GLLP",twitter,328,1424,1747
twitter/161265499,Houming,Founder of palm capital,twitter,368,26462,3152
twitter/1420161540460777473,Kell🟦,"born activist nov 2016, union strong, love a good quip,& smooth coffee! over educated,pro choice,Slava Ukraine #voteblue #womensrights #unionstrong🚫2025",twitter,4265,3912,92437
twitter/1683476766441058304,地对地导弹,你们台支猪的认知和思想配得上你们的苦难,twitter,385,28,1719
twitter/68991446,Dean Blundell🇨🇦,Official Twitter Account Of Dean Blundell - Canadian. Muckraker. Dog Whisperer. 5-time bird attack survivor.,twitter,1812,126380,80514
twitter/911061402940346368,Fire Woman,"I do my own thinking, don't let others do it for me. I'm a bleeding heart, but I can black your eye too. My belief is QUALITY NOT QUANTITY figure it out!",twitter,1866,1262,135220
twitter/1811643725837406209,延燊,Travel around the world、 food lovers、Likes beautiful women！,twitter,1491,1220,289
twitter/27049579,Climate Watcher 🔥,Watching the Climate collapse 👀 Born ~318ppm photography nature #pnw #quitflying  @pmagn,twitter,25185,24542,427295
twitter/370982639,Alex Thompson,national political correspondent for @Axios. @CNN contributor. co-author of #1 NYT bestseller “Original Sin.”,twitter,12168,104472,28623
twitter/1566193907355922432,anye,"if I cannot do great  things, I can do small things  in a great way...🌹",twitter,1757,4282,149511
twitter/787256588264407040,Jo(o) 🇺🇦🇮🇱,"XY. Democracy, safety & prosperity for all. rt/like ≠ endorsement",twitter,178,1475,67603
twitter/2149369370,Michael 🚫 DMs 🇺🇸,Pronouns: American/Patriot 🇺🇸 #MAGA #TRUMP2024   DM's ARE 100% IGNORED 🇺🇸 DON'T BE OFFENDED WHEN THEY ARE DELETED!  https://t.co/LUMshqCL3r,twitter,30177,36764,61479
twitter/1595721271,Arup Kumar BARUA,"",twitter,2051,2309,12396
twitter/1620887210,The Cat came back,"Love good waves, deep powder skiing and Democracy. Hawaii  no ka oi! Did I mention I love critters of all size? Animal rescuer and spay/neuter guy. #Climate",twitter,10707,10643,42538
twitter/345818856,墙内外,Male,twitter,758,514,2465
twitter/295487211,Nicholas V. Chen,International Corporate  Lawyer With Over 39 Years Experience Providing Practical Business/Legal Solutions in Greater China.,twitter,1756,1394,53154
twitter/1857304994807943168,Paul D. Heaslip 🇨🇦 🍁,Proud Canuck hiding in plain sight  🍁  Multi-disciplined Creative & CEO • Progressive • Greenish • Not A Liberal  🍁  Black Coffee • Red Wine • Wonderful Eats,twitter,1803,1704,12607
twitter/1656414425950171137,LEOPARDØ,The most talented feline on all of 𝕏!,twitter,4197,2686,4794
twitter/1627969889729388544,zhanghonglou2023,一切皆人性。关注不代表支持。,twitter,2873,255,7691
twitter/203213759,易富贤Yi Fuxian《大国空巢》,"率先掀起反计划生育思潮。Spearheaded the movement against China's one-child policy. No.1 of 100 Best Books of 2013, one of 116 papers have greatest impact on policymaking",twitter,1552,85055,10278
twitter/1520077886996332544,TEAM USA,America First 🇺🇸  Breaking News | Politics | Pop Culture,twitter,5031,225556,9766
twitter/605867140,Little Goose 🇺🇸🇸🇪🇩🇰🇳🇴🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Politically moderate, #Recoverposse",twitter,4055,1510,8788
twitter/337432907,Amaryllis Fox,Proud to serve on President Trump’s Intelligence Advisory Board & as his OMB Assoc Dir of Intelligence and Foreign Affairs. Golden Age USA. 🇺🇸,twitter,582,46937,1329
twitter/1624780847739199488,唐悦和（互fo）,"✈️爱旅行，爱冒险 💗分享在中国🇨🇳的奇遇和美景，一起走遍每个角落 Love to travel, love adventure, share the adventure and beauty in China, 🌞🌞 fellow me fellow back！（互fo互评论点赞呦）💯",twitter,14413,14163,2014
twitter/1187223867636367360,心之所向,我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字“吃人”！,twitter,1678,1541,3315
twitter/18666310,Anthony LoPresti,Attorney @ https://t.co/tqVgFXa7Kx | Founder @LimaCharlieNews | X is a ketamine hellscape,twitter,7394,8488,50179
twitter/337433532,Chris Noblett,"Patriot. Conservative constitutionalist, Dad. Grandad. Great Grandad. Love my country. Don't trust those running it. BBQ n beer lover.🇺🇸🗽🍺 No DMs please.",twitter,30627,32011,33230
twitter/1662508495797891072,Qian,择友如择师,twitter,931,87,11114
twitter/228380252,Wise,"160+ countries. 40+ currencies. Money for here, there and everywhere.",twitter,3282,169133,171837
twitter/312266530,Patrick McGee,"Author of Apple in China — named among the best books of 2025 by The New York Times, The Economist, & New Scientist.     https://t.co/oRf85hTwOq  🇨🇦",twitter,4930,26151,41623
twitter/27053907,StJo,AI Joe,twitter,5393,3444,99282
twitter/1514911029628895236,手可摘星辰,一个热爱生活的girl ，爱旅行-爱美食-爱购物-爱大笑-爱碎碎念。分享的没有很专业，但都很用心，这里是我的备忘录，也是与你们分享的地方。 ＃互fo＃互fo必回＃follow back,twitter,0,17676,4068
twitter/1613837125979602951,🇨🇳Subsequently,○自由撰稿人、媒体评论员、自由媒体人｀社交媒体影响者。 ○牢记祖国历史，不忘国耻，振兴中华！ ○ 讲述中国故事，传播中国声音，树立国际形象。,twitter,867,546,1674
twitter/1572149593315606534,Yiwu Iife,"A city with unlimited #usiness opportunities! The world of Yiwu, you my #stage! Yiwu is always worth relying on, trusting and living.More than 20 years in #Yiwu",twitter,26566,27980,11180
twitter/2291979392,Michael,Politically right by never being politically correct. Purdue 🔌 engineer. Cancer survivor. #2A #1A #MAGA2024,twitter,50378,62729,74481
twitter/1030880072947965953,txbb,低级军迷，可以一起玩游戏，也可以一起键政，但一言不合就开骂的请爬开，余下意见不合的无所谓，求同存异大家开心就好。😎,twitter,663,528,17396
twitter/193782586,Marcelo Puella,Lic Comunicación Social y Ciencias Políticas. Magíster en Seguridad e Inteligencia de Estado. Presidente @FRENAP. @p_justicialista @FuerzaPatriaBA. Quemero.,twitter,10119,84232,133792
twitter/712589097588494338,Henri Fjord,"",twitter,868,37311,618
twitter/735662273159520257,王靜怡,肉身逃離中共國是很多中國人的夢想。但是清除腦袋裡被中共強灌輸進去的邪惡文化，更是回歸中華民族榮光的根本。,twitter,898,2387,10963
twitter/1672267552284725254,Dan Mutungi,Geopolitics enthusiast ||Monitoring global conflict Zones||Global south vs Global North||,twitter,4330,1930,18875
twitter/1311510402245816321,霙🌸夢弦🌉Free🗽China!🏛️,探真尋理，播福灑音。靈性成長。 抵制謊言，堅持正義的世界公民。 極度包容的個人主義、自由主義、理想主義者。 支持多元、包容、民主、人權和普世價值。 希踏遍長路，終圓理想；望世間各處，終為天堂。 銘記昔往，拒絕遺忘，追索真相。,twitter,369,130,1080
twitter/1390326421759922177,🌸Eliza.W🕊️,"",twitter,140,253,1562
twitter/1956438133,JAI,Physician Consultant. Independent lean right..taking care of my mile.  I do not respond to DM‘s… grateful to @elonmusk,twitter,3014,3460,47027
twitter/1564031860963164160,Ron Jones,👀 news + historic zombie myths incl: #AlmostServedBrigade #IfYoureNotSureLearnMore #NoAgeBan #NooneDeservesPoverty #RaiseTheRate,twitter,3372,1144,83064
twitter/847353993386901505,Wan WM,Fear Allah. Help the oppressed. Save❤️🇵🇸,twitter,492,698,41948
twitter/1181513118129606656,Ava Hong,Liberate Hong Kong. The Revolution of Our Times. #HongKong #homekong ♥️ #手足互科,twitter,1349,477,493
twitter/27058591,Andrew Beatty,European. Ulsterman. Now: @AFP Deputy Latin America Editor based in Bogota. Priors: Australia/White House/Southern Africa/Libya/Fed/Panama/EU.,twitter,4127,31516,1648
twitter/1263830999122804737,MJPalau,mother of 3 Military vets! aunt to a war Hero-. #Resist#FBR-NO DM I WILL remind you I will block you!-#blue No MAGA’s trash,twitter,5504,5816,60140
twitter/110944817,Neşe İdil,Gazeteci - journalist,twitter,1401,36612,91306
twitter/211608220,USS Liberty Veterans Association,IDF Attacked USS Liberty. 34 died. 174 Wounded. Abandoned Under Fire. War Crimes Committed. No USG Investigation. Please Follow/RT https://t.co/IIg1dHG6pA,twitter,2904,34105,25422
twitter/1664014674751287296,PrivateStock,"A proud dem✌️✊️🫶 fighting for injustice, political corruption, food insecurity, elderly & disabled, & anything else that floats my boat. No traitors allowed🚫",twitter,5989,1499,6637
twitter/1636719488992198658,eason（🐱,外网冲浪de😋,twitter,1164,147,687
twitter/396158429,RufusKings,"Never ran a death cult. Never stashed stolen nuclear defense docs in a toilet. Never demanded, 'termination of all rules… even those found in the Constitution.'",twitter,9582,16514,118285
twitter/861611548250394624,House Committee on Small Business Democrats,"Official Twitter Feed of the House Committee on Small Business Democrats, Ranking Member Nydia M. Velázquez (@NydiaVelazquez)",twitter,1478,7790,3763
twitter/823345043029180416,Millions of People,"The human speaks for me, because I have no thumbs",twitter,600,607,44985
twitter/906452761322991616,林泉夜话,不想介绍。。,twitter,1060,376,1793
twitter/572320962,John Lynch,"Proud member of USMA class of '86. Finance professional. Go Army, Beat Navy. TSLA, PLTR",twitter,665,1296,22407
twitter/18673125,rmack2x,"Patriot, Constitutionalist, Oppose all Democrats at any level of gov't. Friend of Israel. Married, father of three, every day an adventure. #MAGA #MAHA",twitter,17052,16042,707016
twitter/743405801197314048,💝明蘭(伝播真相)💝🗣🗣🗣📣🔊🔔,做自己 不受任何人控制🥰 为自由而战 白纸革命 不自由毋宁死 善と悪の戦い👊👊👊 日本🇯🇵が大好き💝 コロナは中共の無制限の生物戦,twitter,409,2801,20924
twitter/923567653419143169,徒步旅人,一位曾经的中国哈萨克，现在是哈萨克斯坦公民，哲学爱好者。真正的哲学会让人内心看重自我，心外又看轻自我。能让人感知自我的自由的同时又能够遵重他人的自由。最终能让一个社会走向民主。,twitter,890,279,765
twitter/1038060433448427520,🇭🇰静心冬瓜/另類歲月靜好,中共國群體的愚昧是一種力量，它有摧毀文明的裝置鍵，一旦愚昧開始成群結隊，它反文明的行為就會理直氣壯。/特別是這些用著川普頭像的所謂反賊愚昧至極的表現🤣頓覺中共将继续强大。🤷🏻‍♂️🤷🏻‍♂️/中共腐朽文化的教育方式將會繼續讓這些人再愚蠢幾代。/不爭論，只拉黑。,twitter,75,582,3407
twitter/1402792052,Simon,走過，路過，思念過， 互fo， 一起講述真實的中國故事  回關遺漏，請私信,twitter,147,250,2282
twitter/27060636,Just David,"I ❤️ my Country, not the Corrupt Civil Servants running it #based 🇨🇦🇺🇸 Tattoo artist of almost 30yrs. I’m just trying to be the Man my dog thinks I am.",twitter,6261,3536,63692
twitter/1477181728942800896,Thiel Artist,Artist. Message me to buy art. Open for commissions. https://t.co/ApYOMlIZYc,twitter,2116,2427,8314
twitter/978650615604658177,Hide,舊ID 巳陣亡  HONG KONG IS NOT FUCKING CHINA!,twitter,1323,955,51223
twitter/1601447597348044801,Wang Garrett,"",twitter,1303,904,1655
